registrationId,status,grade,RegistratedTo,RegistratedBy
R4070,registered,,I-1227,19920320-0121
R4071,withdrawn,,I-2923,19910822-0122
R4072,registered,,I-2084,19910822-0122
R4073,registered,,I-2711,19910822-0122
R4074,withdrawn,,I-2928,19910822-0122
R4075,not started,,I-1773,19910822-0122
R4076,not started,,I-3033,19910822-0122
R4077,withdrawn,,I-3035,19910822-0122
R4078,withdrawn,,I-4595,19910822-0122
R4079,not started,,I-2514,19910822-0122
R4080,registered,,I-3040,19910822-0122
R4081,completed,5,I-1357,19910822-0122
R4082,withdrawn,,I-297,19910822-0122
R4083,completed,3,I-3041,19910822-0122
R4084,registered,,I-674,19900909-0123
R4085,registered,,I-1413,19900909-0123
R4086,registered,,I-679,19900909-0123
R4087,withdrawn,,I-1302,19900909-0123
R4088,withdrawn,,I-5089,19900909-0123
R4089,not started,,I-789,19900909-0123
R4090,not started,,I-791,19900909-0123
R4091,not started,,I-795,19900909-0123
R4092,withdrawn,,I-898,19900909-0123
R4093,registered,,I-899,19900909-0123
R4094,registered,,I-165,19900909-0123
R4095,not started,,I-901,19900909-0123
R4096,not started,,I-1726,19900616-0124
R4097,completed,5,I-4448,19900616-0124
R4098,not started,,I-4339,19900616-0124
R4099,completed,5,I-2686,19900616-0124
R4100,registered,,I-160,19900616-0124
R4101,completed,3,I-2910,19900616-0124
R4102,completed,3,I-162,19900616-0124
R4103,completed,3,I-163,19900616-0124
R4104,completed,5,I-164,19900616-0124
R4105,withdrawn,,I-169,19900616-0124
R4106,registered,,I-167,19900616-0124
R4107,completed,4,I-3010,19900616-0124
R4108,withdrawn,,I-166,19900616-0124
R4109,registered,,I-272,19900616-0124
R4110,withdrawn,,I-273,19900616-0124
R4111,registered,,I-3829,19900616-0124
R4112,registered,,I-2811,19900616-0124
R4113,completed,4,I-2996,19901219-0125
R4114,registered,,I-4342,19901219-0125
R4115,registered,,I-1310,19901219-0125
R4116,completed,5,I-574,19901219-0125
R4117,not started,,I-1432,19901219-0125
R4118,not started,,I-1433,19901219-0125
R4119,registered,,I-1434,19901219-0125
R4120,completed,4,I-798,19901219-0125
R4121,registered,,I-1355,19900723-0126
R4122,registered,,I-4916,19900723-0126
R4123,not started,,I-925,19900723-0126
R4124,completed,5,I-1765,19900723-0126
R4125,withdrawn,,I-4283,19900723-0126
R4126,registered,,I-3968,19900723-0126
R4127,completed,4,I-1999,19900723-0126
R4128,not started,,I-4287,19900723-0126
R4129,completed,4,I-4330,19930616-0127
R4130,completed,4,I-4969,19930616-0127
R4131,completed,3,I-39,19930616-0127
R4132,completed,5,I-2669,19930616-0127
R4133,completed,4,I-2785,19930616-0127
R4134,registered,,I-2786,19930616-0127
R4135,completed,5,I-1948,19930616-0127
R4136,not started,,I-2788,19930616-0127
R4137,registered,,I-2718,19910927-0128
R4138,withdrawn,,I-1253,19910927-0128
R4139,not started,,I-3135,19910927-0128
R4140,not started,,I-2511,19910927-0128
R4141,not started,,I-2830,19910927-0128
R4142,completed,3,I-2831,19910927-0128
R4143,withdrawn,,I-2834,19910927-0128
R4144,withdrawn,,I-520,19910927-0128
R4145,not started,,I-2835,19910927-0128
R4146,not started,,I-2836,19910927-0128
R4147,completed,3,I-4075,19910927-0128
R4148,completed,4,I-4704,19910927-0128
R4149,registered,,I-1758,19921002-0129
R4150,withdrawn,,I-1760,19921002-0129
R4151,withdrawn,,I-3839,19921002-0129
R4152,withdrawn,,I-1866,19921002-0129
R4153,not started,,I-1869,19921002-0129
R4154,withdrawn,,I-3748,19921002-0129
R4155,withdrawn,,I-1873,19921002-0129
R4156,registered,,I-1875,19921002-0129
R4157,withdrawn,,I-1319,19900801-0130
R4158,completed,4,I-1953,19900801-0130
R4159,registered,,I-4881,19900801-0130
R4160,not started,,I-4348,19900801-0130
R4161,withdrawn,,I-1440,19900801-0130
R4162,completed,4,I-1441,19900801-0130
R4163,withdrawn,,I-1443,19900801-0130
R4164,registered,,I-1450,19900801-0130
R4165,registered,,I-2612,19910403-0131
R4166,registered,,I-3442,19910403-0131
R4167,registered,,I-4068,19910403-0131
R4168,withdrawn,,I-2199,19910403-0131
R4169,withdrawn,,I-3448,19910403-0131
R4170,withdrawn,,I-3443,19910403-0131
R4171,registered,,I-5229,19910403-0131
R4172,not started,,I-2622,19910403-0131
R4173,withdrawn,,I-2212,19910403-0131
R4174,completed,3,I-3549,19910403-0131
R4175,not started,,I-628,19910403-0131
R4176,completed,5,I-3002,19930326-0132
R4177,withdrawn,,I-2893,19930326-0132
R4178,registered,,I-2894,19930326-0132
R4179,not started,,I-2897,19930326-0132
R4180,withdrawn,,I-2895,19930326-0132
R4181,not started,,I-2899,19930326-0132
R4182,withdrawn,,I-2898,19930326-0132
R4183,not started,,I-462,19930326-0132
R4184,withdrawn,,I-2901,19930326-0132
R4185,not started,,I-3005,19930326-0132
R4186,withdrawn,,I-3006,19930326-0132
R4187,withdrawn,,I-2168,19930326-0132
R4188,completed,3,I-3010,19930326-0132
R4189,withdrawn,,I-1300,19910101-0133
R4190,registered,,I-563,19910101-0133
R4191,withdrawn,,I-3701,19910101-0133
R4192,not started,,I-1307,19910101-0133
R4193,not started,,I-2471,19910101-0133
R4194,withdrawn,,I-1424,19910101-0133
R4195,not started,,I-1425,19910101-0133
R4196,withdrawn,,I-1426,19910101-0133
R4197,withdrawn,,I-2458,19900511-0134
R4198,registered,,I-2459,19900511-0134
R4199,withdrawn,,I-4968,19900511-0134
R4200,not started,,I-3192,19900511-0134
R4201,completed,4,I-52,19900511-0134
R4202,completed,5,I-2574,19900511-0134
R4203,withdrawn,,I-1838,19900511-0134
R4204,withdrawn,,I-2576,19900511-0134
R4205,registered,,I-1127,19930302-0135
R4206,registered,,I-1747,19930302-0135
R4207,not started,,I-705,19930302-0135
R4208,withdrawn,,I-909,19930302-0135
R4209,withdrawn,,I-499,19930302-0135
R4210,completed,5,I-4897,19930302-0135
R4211,completed,5,I-1861,19930302-0135
R4212,completed,3,I-1862,19930302-0135
R4213,not started,,I-4686,19910921-0136
R4214,not started,,I-1971,19910921-0136
R4215,not started,,I-4585,19910921-0136
R4216,withdrawn,,I-1025,19910921-0136
R4217,completed,4,I-4808,19910921-0136
R4218,not started,,I-4810,19910921-0136
R4219,completed,4,I-4809,19910921-0136
R4220,completed,5,I-1463,19910921-0136
R4221,completed,5,I-4918,19910921-0136
R4222,not started,,I-730,19910921-0136
R4223,not started,,I-4924,19910921-0136
R4224,not started,,I-3146,19910921-0136
R4225,completed,3,I-3636,19930919-0137
R4226,registered,,I-74,19930919-0137
R4227,not started,,I-5322,19930919-0137
R4228,withdrawn,,I-76,19930919-0137
R4229,registered,,I-5015,19930919-0137
R4230,registered,,I-190,19930919-0137
R4231,withdrawn,,I-191,19930919-0137
R4232,not started,,I-192,19930919-0137
R4233,registered,,I-298,19930919-0137
R4234,not started,,I-4078,19930919-0137
R4235,withdrawn,,I-299,19930919-0137
R4236,registered,,I-305,19930919-0137
R4237,registered,,I-598,19900701-0138
R4238,registered,,I-2490,19900701-0138
R4239,withdrawn,,I-1966,19900701-0138
R4240,withdrawn,,I-2491,19900701-0138
R4241,completed,5,I-2602,19900701-0138
R4242,registered,,I-1347,19900701-0138
R4243,not started,,I-2606,19900701-0138
R4244,withdrawn,,I-2607,19900701-0138
R4245,withdrawn,,I-3440,19930221-0139
R4246,registered,,I-3447,19930221-0139
R4247,withdrawn,,I-3444,19930221-0139
R4248,not started,,I-3445,19930221-0139
R4249,registered,,I-2622,19930221-0139
R4250,registered,,I-3548,19930221-0139
R4251,registered,,I-3549,19930221-0139
R4252,completed,4,I-3550,19930221-0139
R4253,completed,5,I-1736,19900211-0140
R4254,not started,,I-1737,19900211-0140
R4255,registered,,I-1744,19900211-0140
R4256,not started,,I-3930,19900211-0140
R4257,registered,,I-708,19900211-0140
R4258,not started,,I-3829,19900211-0140
R4259,withdrawn,,I-274,19900211-0140
R4260,completed,4,I-4358,19900211-0140
