InstanceId,studyPeriod,academicYear,planningNumStudents,seniorHours,assistantHours,Contains,ExaminedBy
I-3362,4,2023-2024,40,240,200,1093,19690408-0009
I-3363,3,2023-2024,60,280,420,1069,19690513-0015
I-3364,2,2013-2014,40,260,240,1296,19690513-0015
I-3365,1,2013-2014,20,260,280,1175,19630126-0001
I-3366,3,2013-2014,50,280,200,1162,19620831-0024
I-3367,3,2013-2014,60,240,200,1191,19660630-0020
I-3368,1,2013-2014,20,240,200,1180,19580515-0017
I-3369,4,2013-2014,60,280,300,1106,19580218-0007
I-3370,3,2013-2014,50,240,200,1100,19611219-0014
I-3371,2,2014-2015,60,240,280,1273,19620831-0024
I-3372,4,2014-2015,50,240,300,1189,19560612-0010
I-3373,4,2014-2015,60,240,240,1247,19690408-0009
I-3374,2,2014-2015,40,280,240,1132,19610623-0005
I-3375,2,2014-2015,40,240,280,1116,19620831-0024
I-3376,3,2014-2015,60,260,240,1099,19601021-0018
I-3377,2,2014-2015,20,240,280,1274,19690513-0015
I-3378,4,2014-2015,40,280,300,1237,19610620-0006
I-3379,4,2014-2015,60,280,300,1179,19561222-0030
I-3380,3,2014-2015,40,280,420,1042,19570826-0012
I-3381,3,2015-2016,20,260,420,1081,19620831-0024
I-3382,3,2015-2016,40,280,240,1032,19690917-0022
I-3383,1,2015-2016,50,280,240,1278,19620831-0024
I-3384,2,2015-2016,50,280,300,1196,19580515-0017
I-3385,4,2015-2016,60,240,360,1142,19610623-0005
I-3386,2,2015-2016,40,280,280,1226,19570615-0011
I-3387,2,2015-2016,40,260,200,1224,19620424-0026
I-3388,1,2015-2016,50,280,420,1146,19560812-0016
I-3389,4,2015-2016,50,240,300,1050,19611219-0014
I-3390,4,2015-2016,60,260,200,1016,19610918-0027
I-3391,3,2016-2017,40,240,420,1293,19610623-0005
I-3392,4,2016-2017,50,280,240,1022,19600814-0002
I-3393,3,2016-2017,60,280,420,1211,19690513-0015
I-3394,2,2016-2017,20,240,300,1172,19570826-0012
I-3395,3,2016-2017,50,240,300,1288,19690917-0022
I-3396,4,2016-2017,50,240,200,1240,19601021-0018
I-3397,3,2016-2017,40,240,360,1155,19610623-0005
I-3398,2,2016-2017,60,280,420,1052,19610918-0027
I-3399,1,2016-2017,50,260,200,1015,19640220-0029
I-3400,3,2017-2018,60,240,420,1283,19560812-0016
I-3401,2,2017-2018,40,260,200,1210,19680712-0028
I-3402,4,2017-2018,50,280,240,1268,19600905-0003
I-3403,2,2017-2018,40,260,420,1247,19570828-0008
I-3404,3,2017-2018,40,280,300,1233,19600814-0002
I-3405,2,2017-2018,60,240,240,1128,19570828-0008
I-3406,3,2017-2018,60,280,200,1289,19650303-0019
I-3407,4,2017-2018,60,280,360,1174,19690917-0022
I-3408,4,2017-2018,60,240,200,1151,19610620-0006
I-3409,1,2017-2018,40,240,360,1086,19611219-0014
I-3410,2,2017-2018,50,240,240,1056,19580515-0017
I-3411,1,2017-2018,20,240,360,1052,19601021-0018
I-3412,3,2018-2019,60,240,200,1216,19560812-0016
I-3413,3,2018-2019,20,240,240,1124,19640220-0029
I-3414,4,2018-2019,50,280,240,1299,19600529-0021
I-3415,1,2018-2019,20,240,420,1213,19610620-0006
I-3416,4,2018-2019,60,240,240,1187,19560705-0025
I-3417,3,2018-2019,60,240,360,1019,19560705-0025
I-3418,1,2018-2019,40,260,200,1279,19580515-0017
I-3419,2,2018-2019,40,280,280,1218,19570615-0011
I-3420,2,2018-2019,60,260,200,1135,19560612-0010
I-3421,2,2018-2019,40,240,240,1097,19560812-0016
I-3422,3,2019-2020,50,280,240,1175,19660630-0020
I-3423,4,2019-2020,40,280,240,1020,19680712-0028
I-3424,2,2019-2020,20,240,280,1276,19560812-0016
I-3425,1,2019-2020,50,280,300,1258,19561222-0030
I-3426,2,2019-2020,20,280,280,1107,19660630-0020
I-3427,1,2019-2020,40,280,280,1292,19620831-0024
I-3428,1,2019-2020,20,260,200,1271,19561222-0030
I-3429,2,2019-2020,50,240,200,1201,19610620-0006
I-3430,4,2019-2020,20,280,420,1078,19620522-0023
I-3431,1,2020-2021,60,260,420,1242,19570828-0008
I-3432,1,2020-2021,40,260,200,1229,19570826-0012
I-3433,1,2020-2021,60,260,280,1194,19580515-0017
I-3434,1,2020-2021,60,260,300,1112,19620831-0024
I-3435,1,2020-2021,40,280,360,1269,19601021-0018
I-3436,3,2020-2021,50,280,200,1177,19630126-0001
I-3437,4,2020-2021,40,240,300,1113,19690513-0015
I-3438,2,2020-2021,20,260,200,1099,19650303-0019
I-3439,4,2020-2021,50,240,280,1019,19690513-0015
I-3440,4,2021-2022,20,260,300,1243,19590129-0004
I-3441,3,2021-2022,20,260,420,1280,19640414-0013
I-3442,1,2021-2022,60,260,360,1271,19611219-0014
I-3443,4,2021-2022,60,280,240,1114,19611219-0014
I-3444,3,2021-2022,40,240,200,1090,19620424-0026
I-3445,2,2021-2022,50,240,200,1295,19640414-0013
I-3446,4,2021-2022,50,280,360,1248,19620831-0024
I-3447,1,2021-2022,60,280,420,1038,19580515-0017
I-3448,1,2021-2022,60,280,300,1010,19561222-0030
I-3449,1,2022-2023,50,240,420,1154,19610620-0006
I-3450,2,2022-2023,20,280,280,1067,19660630-0020
I-3451,3,2022-2023,20,280,200,1151,19640220-0029
I-3452,4,2022-2023,50,260,280,1116,19560812-0016
I-3453,3,2022-2023,50,260,240,1206,19660630-0020
I-3454,1,2022-2023,20,260,240,1134,19620522-0023
I-3455,2,2022-2023,60,240,300,1044,19580218-0007
I-3456,2,2022-2023,50,260,200,1025,19610918-0027
I-3457,3,2023-2024,40,240,200,1135,19611219-0014
I-3458,2,2023-2024,20,240,360,1127,19600814-0002
I-3459,1,2023-2024,20,240,200,1217,19690917-0022
I-3460,2,2023-2024,60,260,300,1057,19580515-0017
I-3461,1,2023-2024,40,260,420,1256,19590129-0004
I-3462,4,2023-2024,50,260,300,1195,19560612-0010
I-3463,2,2023-2024,20,280,280,1173,19600905-0003
I-3464,3,2023-2024,60,260,280,1102,19650303-0019
I-3465,4,2023-2024,40,240,420,1077,19640220-0029
I-3466,1,2023-2024,40,240,240,1032,19620831-0024
I-3467,4,2013-2014,60,240,420,1240,19620522-0023
I-3468,4,2013-2014,60,240,280,1222,19590129-0004
I-3469,3,2013-2014,50,240,200,1223,19601021-0018
I-3470,4,2013-2014,60,260,420,1205,19610623-0005
I-3471,3,2013-2014,50,260,360,1149,19620522-0023
I-3472,1,2013-2014,60,260,240,1241,19660630-0020
I-3473,1,2013-2014,60,280,280,1207,19601021-0018
I-3474,1,2013-2014,60,280,240,1132,19570615-0011
I-3475,4,2013-2014,50,240,200,1097,19620424-0026
I-3476,2,2013-2014,50,260,280,1037,19640414-0013
I-3477,1,2014-2015,60,280,420,1013,19600814-0002
I-3478,1,2014-2015,50,240,420,1204,19630126-0001
I-3479,1,2014-2015,40,280,200,1105,19570826-0012
I-3480,3,2014-2015,40,260,240,1222,19640414-0013
I-3481,3,2014-2015,50,260,200,1188,19600814-0002
I-3482,4,2014-2015,20,260,280,1181,19561222-0030
I-3483,4,2014-2015,20,280,360,1095,19611219-0014
I-3484,3,2014-2015,20,240,200,1082,19690917-0022
I-3485,2,2015-2016,20,280,300,1079,19690408-0009
I-3486,2,2015-2016,20,240,200,1223,19610623-0005
I-3487,3,2015-2016,60,260,280,1139,19620424-0026
I-3488,2,2015-2016,40,260,300,1160,19600905-0003
I-3489,3,2015-2016,20,260,240,1078,19690513-0015
I-3490,3,2015-2016,20,280,360,1076,19580515-0017
I-3491,4,2015-2016,60,260,420,1044,19610918-0027
I-3492,1,2015-2016,50,280,420,1003,19570828-0008
I-3493,2,2016-2017,50,260,420,1136,19660630-0020
I-3494,2,2016-2017,40,240,360,1256,19600529-0021
I-3495,1,2016-2017,20,240,420,1208,19570828-0008
I-3496,1,2016-2017,40,280,420,1164,19611219-0014
I-3497,4,2016-2017,60,280,360,1029,19620831-0024
I-3498,1,2016-2017,50,280,300,1234,19570828-0008
I-3499,4,2016-2017,40,240,200,1176,19580218-0007
I-3500,1,2016-2017,60,280,200,1175,19640220-0029
I-3501,3,2016-2017,50,240,200,1115,19680712-0028
I-3502,2,2017-2018,50,260,200,1098,19630126-0001
I-3503,2,2017-2018,50,280,300,1083,19561222-0030
I-3504,1,2017-2018,40,260,360,1293,19580515-0017
I-3505,4,2017-2018,60,280,300,1259,19560612-0010
I-3506,2,2017-2018,40,260,280,1190,19580218-0007
I-3507,4,2017-2018,40,240,200,1272,19600814-0002
I-3508,1,2017-2018,50,280,280,1233,19640220-0029
I-3509,1,2017-2018,40,240,420,1105,19561222-0030
I-3510,4,2017-2018,60,280,240,1059,19600529-0021
I-3511,4,2018-2019,60,260,200,1281,19610623-0005
I-3512,1,2018-2019,40,260,200,1299,19610918-0027
I-3513,4,2018-2019,20,240,360,1187,19690408-0009
I-3514,2,2018-2019,20,280,360,1148,19640414-0013
I-3515,3,2018-2019,20,260,280,1294,19640414-0013
I-3516,1,2018-2019,40,280,200,1263,19570828-0008
I-3517,3,2018-2019,60,280,280,1191,19560612-0010
I-3518,1,2018-2019,20,280,300,1074,19690917-0022
I-3519,2,2019-2020,20,260,420,1187,19601021-0018
I-3520,1,2019-2020,50,280,200,1003,19620522-0023
I-3521,2,2019-2020,20,280,200,1208,19690917-0022
I-3522,2,2019-2020,60,280,200,1161,19690513-0015
I-3523,3,2019-2020,40,260,360,1282,19611219-0014
I-3524,4,2019-2020,40,260,280,1129,19600529-0021
I-3525,1,2019-2020,20,260,280,1065,19570615-0011
I-3526,2,2019-2020,50,240,200,1063,19620424-0026
I-3527,4,2020-2021,50,280,200,1233,19560705-0025
I-3528,2,2020-2021,20,280,280,1219,19570828-0008
I-3529,4,2020-2021,40,240,240,1145,19570828-0008
I-3530,2,2020-2021,20,240,240,1130,19660630-0020
I-3531,2,2020-2021,50,260,280,1251,19610620-0006
I-3532,3,2020-2021,40,280,200,1218,19690408-0009
I-3533,2,2020-2021,40,280,280,1154,19580218-0007
I-3534,1,2020-2021,60,240,420,1100,19610620-0006
I-3535,4,2020-2021,20,260,300,1003,19560705-0025
I-3536,4,2021-2022,50,240,300,1153,19650303-0019
I-3537,4,2021-2022,20,240,280,1223,19640220-0029
I-3538,4,2021-2022,60,260,280,1143,19570615-0011
I-3539,1,2021-2022,20,260,240,1099,19650303-0019
I-3540,2,2021-2022,60,280,200,1003,19560705-0025
I-3541,4,2021-2022,40,260,200,1254,19650303-0019
I-3542,3,2021-2022,40,280,200,1238,19601021-0018
I-3543,1,2021-2022,40,260,200,1226,19561222-0030
I-3544,4,2021-2022,40,280,240,1212,19640220-0029
I-3545,2,2021-2022,60,280,300,1129,19560812-0016
I-3546,1,2021-2022,50,280,300,1056,19610918-0027
I-3547,2,2022-2023,60,260,300,1189,19620424-0026
I-3548,3,2022-2023,40,260,240,1084,19660630-0020
I-3549,1,2022-2023,50,240,240,1124,19650303-0019
I-3550,3,2022-2023,20,280,300,1024,19590129-0004
I-3551,1,2022-2023,50,280,200,1239,19590129-0004
I-3552,1,2022-2023,20,260,360,1144,19630126-0001
I-3553,1,2022-2023,40,260,300,1142,19680712-0028
I-3554,1,2022-2023,40,280,420,1110,19590129-0004
I-3555,1,2022-2023,60,260,280,1071,19590129-0004
I-3556,1,2022-2023,40,240,200,1060,19630126-0001
I-3557,1,2023-2024,50,280,240,1243,19630126-0001
I-3558,2,2023-2024,50,280,200,1061,19600905-0003
I-3559,3,2023-2024,50,280,240,1255,19590129-0004
I-3560,4,2023-2024,40,260,360,1214,19601021-0018
I-3561,3,2023-2024,40,240,300,1102,19600529-0021
I-3562,2,2023-2024,40,280,240,1274,19690513-0015
I-3563,4,2023-2024,20,240,420,1218,19610623-0005
I-3564,2,2023-2024,50,260,200,1210,19690513-0015
I-3565,4,2023-2024,50,260,300,1158,19570828-0008
I-3566,1,2023-2024,50,280,200,1122,19610623-0005
I-3567,1,2013-2014,40,280,280,1037,19611219-0014
I-3568,4,2013-2014,20,240,420,1151,19610620-0006
I-3569,2,2013-2014,40,260,280,1127,19690917-0022
I-3570,1,2013-2014,50,260,240,1049,19610620-0006
I-3571,1,2013-2014,50,260,240,1259,19560612-0010
I-3572,3,2013-2014,60,280,200,1243,19560612-0010
I-3573,3,2013-2014,60,240,280,1051,19580218-0007
I-3574,4,2013-2014,20,240,200,1013,19560705-0025
I-3575,1,2013-2014,20,260,280,1012,19560705-0025
I-3576,2,2014-2015,20,280,300,1184,19600814-0002
I-3577,4,2014-2015,60,280,300,1146,19580218-0007
I-3578,4,2014-2015,40,260,240,1055,19690408-0009
I-3579,2,2014-2015,50,280,200,1253,19620522-0023
I-3580,3,2014-2015,40,260,280,1171,19611219-0014
I-3581,1,2014-2015,40,240,280,1134,19660630-0020
I-3582,2,2014-2015,20,240,300,1052,19560812-0016
I-3583,2,2015-2016,20,240,420,1184,19600814-0002
I-3584,1,2015-2016,40,240,420,1174,19680712-0028
I-3585,1,2015-2016,40,260,360,1144,19690513-0015
I-3586,4,2015-2016,60,240,360,1071,19610620-0006
I-3587,1,2015-2016,50,280,280,1241,19600814-0002
I-3588,3,2015-2016,20,280,420,1207,19610918-0027
I-3589,4,2015-2016,50,280,240,1106,19640414-0013
I-3590,3,2015-2016,40,280,280,1097,19660630-0020
I-3591,1,2015-2016,20,260,420,1063,19611219-0014
I-3592,3,2016-2017,40,280,280,1017,19630126-0001
I-3593,2,2016-2017,60,280,240,1144,19620522-0023
I-3594,1,2016-2017,60,240,420,1145,19570615-0011
I-3595,2,2016-2017,60,240,300,1051,19650303-0019
I-3596,2,2016-2017,20,280,280,1230,19610918-0027
I-3597,2,2016-2017,40,260,360,1206,19610623-0005
I-3598,1,2016-2017,60,260,300,1200,19690408-0009
I-3599,3,2016-2017,60,280,280,1194,19620522-0023
I-3600,1,2016-2017,60,260,200,1172,19610918-0027
I-3601,1,2016-2017,20,260,420,1160,19630126-0001
I-3602,3,2017-2018,40,260,240,1170,19570615-0011
I-3603,3,2017-2018,50,260,240,1182,19560612-0010
I-3604,2,2017-2018,50,280,300,1046,19601021-0018
I-3605,2,2017-2018,60,240,300,1023,19560612-0010
I-3606,3,2017-2018,20,280,420,1247,19611219-0014
I-3607,3,2017-2018,50,240,240,1223,19590129-0004
I-3608,4,2017-2018,50,260,280,1199,19580218-0007
I-3609,4,2017-2018,60,260,280,1063,19560612-0010
I-3610,3,2017-2018,20,280,200,1017,19580515-0017
I-3611,4,2018-2019,20,260,240,1100,19580218-0007
I-3612,3,2018-2019,20,240,420,1261,19680712-0028
I-3613,4,2018-2019,40,260,240,1207,19570828-0008
I-3614,2,2018-2019,40,280,360,1120,19560705-0025
I-3615,1,2018-2019,40,280,300,1056,19570615-0011
I-3616,3,2018-2019,50,260,200,1283,19620831-0024
I-3617,4,2018-2019,20,240,300,1199,19620424-0026
I-3618,4,2018-2019,50,280,300,1162,19690917-0022
I-3619,4,2018-2019,40,280,280,1020,19660630-0020
I-3620,1,2019-2020,60,280,200,1082,19590129-0004
I-3621,4,2019-2020,20,280,360,1055,19610620-0006
I-3622,1,2019-2020,20,260,420,1214,19560705-0025
I-3623,1,2019-2020,60,260,360,1154,19660630-0020
I-3624,4,2019-2020,50,280,420,1131,19590129-0004
I-3625,2,2019-2020,60,260,360,1017,19610620-0006
I-3626,3,2019-2020,60,260,280,1255,19680712-0028
I-3627,3,2019-2020,60,260,280,1242,19561222-0030
I-3628,1,2019-2020,60,240,280,1199,19620522-0023
I-3629,1,2019-2020,40,240,240,1185,19570828-0008
I-3630,3,2019-2020,50,280,300,1063,19560612-0010
I-3631,1,2020-2021,20,240,420,1022,19640220-0029
I-3632,4,2020-2021,60,260,200,1215,19590129-0004
I-3633,3,2020-2021,60,260,360,1212,19680712-0028
I-3634,3,2020-2021,40,280,280,1059,19560612-0010
I-3635,3,2020-2021,20,240,280,1017,19601021-0018
I-3636,1,2020-2021,60,260,280,1284,19560612-0010
I-3637,2,2020-2021,20,240,240,1266,19600529-0021
I-3638,2,2020-2021,50,240,420,1206,19650303-0019
I-3639,3,2020-2021,60,260,280,1174,19580218-0007
I-3640,1,2020-2021,40,240,360,1039,19690513-0015
I-3641,4,2020-2021,20,240,300,1009,19610620-0006
I-3642,1,2021-2022,40,280,200,1285,19561222-0030
I-3643,4,2021-2022,40,260,200,1254,19610918-0027
I-3644,3,2021-2022,50,240,420,1241,19650303-0019
I-3645,3,2021-2022,20,240,280,1189,19570828-0008
I-3646,2,2021-2022,40,280,420,1110,19560812-0016
I-3647,2,2021-2022,50,280,300,1080,19680712-0028
I-3648,3,2021-2022,50,240,300,1035,19610918-0027
I-3649,1,2021-2022,40,280,280,1011,19600905-0003
I-3650,1,2022-2023,20,280,420,1235,19610620-0006
I-3651,4,2022-2023,50,240,200,1140,19580515-0017
I-3652,3,2022-2023,50,240,240,1289,19580515-0017
I-3653,1,2022-2023,50,240,360,1252,19570615-0011
I-3654,3,2022-2023,50,280,420,1205,19610620-0006
I-3655,3,2022-2023,50,280,360,1091,19580218-0007
I-3656,4,2022-2023,50,260,280,1269,19600814-0002
I-3657,2,2022-2023,60,280,360,1204,19601021-0018
I-3658,4,2022-2023,60,260,300,1157,19560612-0010
I-3659,1,2022-2023,60,280,360,1110,19580515-0017
I-3660,4,2022-2023,40,280,200,1036,19610623-0005
I-3661,1,2023-2024,60,280,300,1268,19580218-0007
I-3662,3,2023-2024,50,280,200,1280,19560812-0016
I-3663,3,2023-2024,20,240,300,1200,19560812-0016
I-3664,3,2023-2024,40,280,360,1084,19570615-0011
I-3665,3,2023-2024,20,260,420,1061,19580218-0007
I-3666,2,2023-2024,40,280,360,1252,19610620-0006
I-3667,1,2023-2024,40,280,280,1209,19690917-0022
I-3668,3,2023-2024,40,240,360,1090,19561222-0030
I-3669,2,2023-2024,20,280,360,1040,19610620-0006
I-3670,4,2013-2014,40,240,360,1143,19610620-0006
I-3671,3,2013-2014,20,240,300,1088,19590129-0004
I-3672,2,2013-2014,40,280,200,1247,19561222-0030
I-3673,3,2013-2014,60,280,420,1055,19680712-0028
I-3674,2,2013-2014,40,280,420,1182,19690917-0022
I-3675,4,2013-2014,40,240,420,1087,19660630-0020
I-3676,3,2013-2014,40,280,300,1059,19620424-0026
I-3677,3,2013-2014,40,260,240,1049,19560612-0010
I-3678,4,2014-2015,60,240,420,1294,19630126-0001
I-3679,3,2014-2015,60,280,300,1101,19600529-0021
I-3680,3,2014-2015,60,240,200,1274,19640220-0029
I-3681,4,2014-2015,50,240,200,1131,19560612-0010
I-3682,4,2014-2015,20,240,300,1295,19620831-0024
I-3683,1,2014-2015,60,260,300,1258,19570826-0012
I-3684,2,2014-2015,20,260,280,1251,19560612-0010
I-3685,2,2014-2015,40,260,300,1046,19650303-0019
I-3686,1,2014-2015,40,240,240,1041,19600905-0003
I-3687,2,2015-2016,40,240,300,1258,19690917-0022
I-3688,1,2015-2016,40,260,280,1106,19580218-0007
I-3689,3,2015-2016,50,240,280,1266,19560705-0025
I-3690,1,2015-2016,40,260,280,1238,19600905-0003
I-3691,2,2015-2016,60,240,240,1103,19570826-0012
I-3692,3,2015-2016,20,240,420,1010,19690917-0022
I-3693,1,2015-2016,60,240,240,1199,19600814-0002
I-3694,3,2015-2016,50,280,420,1050,19690513-0015
I-3695,3,2015-2016,50,240,200,1041,19610918-0027
I-3696,2,2015-2016,20,280,200,1023,19610918-0027
I-3697,2,2015-2016,40,240,300,1015,19600529-0021
I-3698,4,2015-2016,50,240,280,1013,19680712-0028
I-3699,4,2016-2017,60,240,360,1257,19560612-0010
I-3700,1,2016-2017,60,280,300,1263,19600529-0021
I-3701,2,2016-2017,60,240,240,1179,19580218-0007
I-3702,4,2016-2017,20,260,240,1135,19600814-0002
I-3703,3,2016-2017,60,280,200,1199,19600529-0021
I-3704,2,2016-2017,40,260,280,1158,19600814-0002
I-3705,3,2016-2017,50,240,300,1027,19600529-0021
I-3706,4,2016-2017,60,240,280,1026,19561222-0030
I-3707,2,2017-2018,60,260,420,1171,19600529-0021
I-3708,3,2017-2018,40,260,300,1286,19640220-0029
I-3709,1,2017-2018,40,260,240,1133,19590129-0004
I-3710,1,2017-2018,40,280,420,1035,19610918-0027
I-3711,3,2017-2018,60,280,300,1262,19600814-0002
I-3712,2,2017-2018,20,260,360,1217,19640220-0029
I-3713,4,2017-2018,20,260,280,1090,19640414-0013
I-3714,2,2017-2018,50,240,280,1069,19630126-0001
I-3715,2,2017-2018,20,260,280,1019,19570615-0011
I-3716,4,2018-2019,50,260,360,1009,19560812-0016
I-3717,1,2018-2019,20,260,300,1246,19630126-0001
I-3718,1,2018-2019,60,240,280,1173,19560812-0016
I-3719,3,2018-2019,20,240,280,1130,19640220-0029
I-3720,2,2018-2019,40,280,240,1092,19560612-0010
I-3721,2,2018-2019,50,240,280,1266,19690917-0022
I-3722,2,2018-2019,20,260,300,1229,19600529-0021
I-3723,4,2018-2019,50,260,200,1166,19611219-0014
I-3724,1,2018-2019,40,240,300,1150,19610623-0005
I-3725,2,2018-2019,20,240,300,1107,19640220-0029
I-3726,3,2018-2019,50,240,360,1059,19690917-0022
I-3727,2,2019-2020,50,240,420,1015,19680712-0028
I-3728,3,2019-2020,40,240,240,1261,19620831-0024
I-3729,3,2019-2020,40,240,200,1190,19610620-0006
I-3730,1,2019-2020,50,260,300,1187,19580515-0017
I-3731,4,2019-2020,60,260,280,1050,19560705-0025
I-3732,4,2019-2020,40,240,420,1225,19690917-0022
I-3733,3,2019-2020,50,240,420,1224,19690408-0009
I-3734,4,2019-2020,50,280,360,1126,19600905-0003
I-3735,3,2019-2020,60,280,360,1114,19580218-0007
I-3736,3,2019-2020,20,260,300,1091,19690513-0015
I-3737,3,2020-2021,40,260,300,1281,19680712-0028
I-3738,2,2020-2021,40,240,300,1171,19560705-0025
I-3739,1,2020-2021,50,260,360,1162,19620522-0023
I-3740,2,2020-2021,50,260,300,1146,19620831-0024
I-3741,3,2020-2021,20,280,300,1099,19680712-0028
I-3742,2,2020-2021,60,260,200,1248,19660630-0020
I-3743,1,2020-2021,60,260,280,1223,19570826-0012
I-3744,1,2020-2021,50,240,280,1220,19600529-0021
I-3745,3,2020-2021,50,260,360,1139,19590129-0004
I-3746,1,2021-2022,20,280,360,1094,19620522-0023
I-3747,1,2021-2022,50,260,280,1112,19600529-0021
I-3748,2,2021-2022,50,280,420,1038,19690917-0022
I-3749,3,2021-2022,20,280,300,1291,19580515-0017
I-3750,4,2021-2022,40,240,360,1275,19561222-0030
I-3751,1,2021-2022,50,240,240,1228,19560812-0016
I-3752,4,2021-2022,20,240,280,1214,19610620-0006
I-3753,3,2021-2022,50,240,240,1081,19630126-0001
I-3754,4,2021-2022,40,280,300,1031,19640220-0029
I-3755,1,2022-2023,60,240,200,1139,19610918-0027
I-3756,1,2022-2023,50,260,360,1265,19580515-0017
I-3757,4,2022-2023,50,260,280,1250,19620522-0023
I-3758,4,2022-2023,40,280,240,1188,19620424-0026
I-3759,1,2022-2023,50,260,360,1012,19600529-0021
I-3760,4,2022-2023,40,260,240,1242,19580515-0017
I-3761,3,2022-2023,20,260,240,1168,19560612-0010
I-3762,3,2022-2023,40,240,280,1160,19690513-0015
I-3763,2,2022-2023,60,260,360,1157,19650303-0019
I-3764,2,2023-2024,60,280,240,1153,19620424-0026
I-3765,2,2023-2024,20,240,280,1091,19561222-0030
I-3766,2,2023-2024,50,240,240,1193,19560612-0010
I-3767,2,2023-2024,50,240,360,1174,19580515-0017
I-3768,3,2023-2024,20,280,300,1049,19620522-0023
I-3769,4,2023-2024,50,240,200,1207,19690513-0015
I-3770,2,2023-2024,40,260,420,1176,19650303-0019
I-3771,3,2023-2024,50,240,240,1170,19620522-0023
I-3772,3,2023-2024,50,240,300,1137,19570826-0012
I-3773,2,2013-2014,50,280,280,1257,19580515-0017
I-3774,4,2013-2014,20,280,200,1092,19690513-0015
I-3775,2,2013-2014,50,240,360,1176,19560612-0010
I-3776,2,2013-2014,50,240,300,1114,19570826-0012
I-3777,1,2013-2014,20,260,200,1066,19600814-0002
I-3778,4,2013-2014,60,260,200,1249,19601021-0018
I-3779,2,2013-2014,40,240,280,1196,19560612-0010
I-3780,1,2013-2014,40,260,420,1173,19560612-0010
