HourId,assignedHours,ReportedHours,assignedBy,reportedBy
WH9110,120,126,I-3640,19780602-0035
WH9111,140,157,I-3640,19920217-0098
WH9112,240,260,I-3641,19660630-0020
WH9113,100,82,I-3641,19770224-0058
WH9114,120,100,I-3641,19901011-0119
WH9115,280,262,I-3642,19560812-0016
WH9116,140,152,I-3642,19750512-0043
WH9117,240,252,I-3643,19610623-0005
WH9118,100,117,I-3643,19751018-0039
WH9119,240,251,I-3644,19690917-0022
WH9120,140,151,I-3644,19790702-0038
WH9121,280,298,I-3645,19600814-0002
WH9122,140,126,I-3645,19790717-0045
WH9123,240,233,I-3646,19600529-0021
WH9124,100,101,I-3646,19780815-0047
WH9125,140,154,I-3646,19901108-0087
WH9126,280,267,I-3647,19660630-0020
WH9127,100,116,I-3647,19750220-0037
WH9128,260,242,I-3648,19610620-0006
WH9129,100,119,I-3648,19780602-0035
WH9130,240,248,I-3649,19650303-0019
WH9131,100,118,I-3649,19760524-0046
WH9132,100,92,I-3649,19901026-0111
WH9133,260,277,I-3650,19610918-0027
WH9134,140,123,I-3650,19790717-0045
WH9135,260,256,I-3651,19590129-0004
WH9136,120,101,I-3651,19781217-0053
WH9137,120,109,I-3651,19921002-0129
WH9138,260,248,I-3652,19580218-0007
WH9139,140,127,I-3652,19781125-0031
WH9140,280,283,I-3653,19690513-0015
WH9141,140,122,I-3653,19761024-0034
WH9142,260,270,I-3654,19630126-0001
WH9143,140,154,I-3654,19750705-0033
WH9144,100,109,I-3654,19910101-0133
WH9145,260,258,I-3655,19570615-0011
WH9146,100,83,I-3655,19750331-0036
WH9147,260,250,I-3656,19601021-0018
WH9148,140,151,I-3656,19750722-0060
WH9149,280,281,I-3657,19610620-0006
WH9150,100,110,I-3657,19780602-0035
WH9151,240,260,I-3658,19560812-0016
WH9152,100,84,I-3658,19780317-0052
WH9153,280,287,I-3659,19620831-0024
WH9154,120,104,I-3659,19750122-0056
WH9155,240,229,I-3660,19620522-0023
WH9156,120,114,I-3660,19780815-0047
WH9157,260,275,I-3661,19570615-0011
WH9158,120,114,I-3661,19771013-0040
WH9159,100,87,I-3661,19900307-0105
WH9160,240,253,I-3662,19590129-0004
WH9161,120,105,I-3662,19750906-0032
WH9162,100,95,I-3662,19930302-0135
WH9163,260,261,I-3663,19611219-0014
WH9164,100,120,I-3663,19790426-0049
WH9165,100,95,I-3663,19900818-0116
WH9166,260,240,I-3664,19570615-0011
WH9167,100,105,I-3664,19781217-0053
WH9168,280,278,I-3665,19620424-0026
WH9169,120,127,I-3665,19790717-0045
WH9170,260,269,I-3666,19640220-0029
WH9171,140,142,I-3666,19760524-0046
WH9172,280,260,I-3667,19600905-0003
WH9173,120,109,I-3667,19750122-0056
WH9174,140,147,I-3667,19920217-0098
WH9175,280,263,I-3668,19590129-0004
WH9176,120,124,I-3668,19761024-0034
WH9177,100,117,I-3668,19930616-0127
WH9178,260,278,I-3669,19620522-0023
WH9179,120,113,I-3669,19790702-0038
WH9180,240,249,I-3670,19611219-0014
WH9181,140,123,I-3670,19771013-0040
WH9182,100,100,I-3670,19900520-0063
WH9183,260,271,I-3671,19611219-0014
WH9184,100,90,I-3671,19771013-0040
WH9185,120,100,I-3671,19900321-0080
WH9186,240,222,I-3672,19650303-0019
WH9187,140,155,I-3672,19780815-0047
WH9188,280,298,I-3673,19690917-0022
WH9189,120,118,I-3673,19790618-0048
WH9190,140,127,I-3673,19921201-0094
WH9191,280,294,I-3674,19630126-0001
WH9192,120,112,I-3674,19770224-0058
WH9193,240,259,I-3675,19560612-0010
WH9194,140,129,I-3675,19761024-0034
WH9195,140,147,I-3675,19901011-0119
WH9196,280,294,I-3676,19600814-0002
WH9197,120,139,I-3676,19781130-0054
WH9198,240,229,I-3677,19600529-0021
WH9199,100,115,I-3677,19770713-0042
WH9200,140,155,I-3677,19910927-0128
WH9201,260,278,I-3678,19560705-0025
WH9202,100,104,I-3678,19761024-0034
WH9203,240,229,I-3679,19690917-0022
WH9204,140,147,I-3679,19750331-0036
WH9205,240,248,I-3680,19690917-0022
WH9206,120,125,I-3680,19790618-0048
WH9207,120,102,I-3680,19910403-0103
WH9208,280,300,I-3681,19561222-0030
WH9209,120,119,I-3681,19750906-0032
WH9210,260,245,I-3682,19601021-0018
WH9211,100,112,I-3682,19780317-0052
WH9212,120,106,I-3682,19921127-0120
WH9213,260,241,I-3683,19600529-0021
WH9214,100,114,I-3683,19761009-0055
WH9215,260,256,I-3684,19630126-0001
WH9216,140,153,I-3684,19780602-0035
WH9217,120,133,I-3684,19920226-0075
WH9218,260,252,I-3685,19690917-0022
WH9219,100,107,I-3685,19771013-0040
WH9220,100,116,I-3685,19920217-0098
WH9221,280,288,I-3686,19630126-0001
WH9222,140,142,I-3686,19790717-0045
WH9223,260,257,I-3687,19640414-0013
WH9224,100,95,I-3687,19790708-0041
WH9225,260,274,I-3688,19570615-0011
WH9226,120,102,I-3688,19750102-0059
WH9227,100,112,I-3688,19901011-0119
WH9228,260,268,I-3689,19600529-0021
WH9229,120,124,I-3689,19760524-0046
WH9230,240,228,I-3690,19630126-0001
WH9231,140,135,I-3690,19751018-0039
WH9232,140,124,I-3690,19900801-0130
WH9233,260,269,I-3691,19601021-0018
WH9234,140,120,I-3691,19771013-0040
WH9235,100,91,I-3691,19910404-0102
WH9236,260,272,I-3692,19611219-0014
WH9237,120,136,I-3692,19781130-0054
WH9238,260,269,I-3693,19601021-0018
WH9239,140,126,I-3693,19780317-0052
WH9240,260,246,I-3694,19690513-0015
WH9241,120,124,I-3694,19750102-0059
WH9242,240,229,I-3695,19560705-0025
WH9243,140,136,I-3695,19780424-0057
WH9244,120,135,I-3695,19910206-0081
WH9245,240,248,I-3696,19560705-0025
WH9246,140,134,I-3696,19790717-0045
WH9247,260,268,I-3697,19690917-0022
WH9248,140,135,I-3697,19760524-0046
WH9249,260,247,I-3698,19600814-0002
WH9250,120,109,I-3698,19790708-0041
WH9251,140,146,I-3698,19910927-0128
WH9252,260,279,I-3699,19600814-0002
WH9253,120,106,I-3699,19771013-0040
WH9254,280,293,I-3700,19560705-0025
WH9255,140,139,I-3700,19750417-0051
WH9256,240,244,I-3701,19660630-0020
WH9257,140,148,I-3701,19761024-0034
WH9258,280,293,I-3702,19660630-0020
WH9259,100,83,I-3702,19780815-0047
WH9260,100,88,I-3702,19920504-0093
WH9261,240,237,I-3703,19630126-0001
WH9262,100,103,I-3703,19750102-0059
WH9263,100,87,I-3703,19930512-0117
WH9264,240,242,I-3704,19601021-0018
WH9265,100,102,I-3704,19780424-0057
WH9266,240,241,I-3705,19600529-0021
WH9267,100,97,I-3705,19781217-0053
WH9268,100,99,I-3705,19920316-0107
WH9269,280,291,I-3706,19560612-0010
WH9270,100,93,I-3706,19781130-0054
WH9271,140,146,I-3706,19930228-0086
WH9272,240,226,I-3707,19690408-0009
WH9273,120,118,I-3707,19750102-0059
WH9274,140,154,I-3707,19910404-0102
WH9275,240,249,I-3708,19690917-0022
WH9276,100,91,I-3708,19770224-0058
WH9277,120,128,I-3708,19900119-0104
WH9278,260,253,I-3709,19590129-0004
WH9279,100,118,I-3709,19761024-0034
WH9280,260,246,I-3710,19620522-0023
WH9281,100,111,I-3710,19781130-0054
WH9282,120,109,I-3710,19910822-0122
WH9283,240,228,I-3711,19660630-0020
WH9284,100,85,I-3711,19781217-0053
WH9285,100,91,I-3711,19920505-0115
WH9286,280,289,I-3712,19640414-0013
WH9287,100,102,I-3712,19760108-0050
WH9288,120,102,I-3712,19910514-0068
WH9289,280,295,I-3713,19620424-0026
WH9290,140,122,I-3713,19790618-0048
WH9291,240,226,I-3714,19560612-0010
WH9292,100,116,I-3714,19750122-0056
WH9293,120,116,I-3714,19931231-0099
WH9294,260,249,I-3715,19610918-0027
WH9295,120,103,I-3715,19760524-0046
WH9296,120,114,I-3715,19901026-0111
WH9297,240,257,I-3716,19560705-0025
WH9298,120,122,I-3716,19750722-0060
WH9299,140,126,I-3716,19900520-0063
WH9300,280,262,I-3717,19600814-0002
WH9301,120,136,I-3717,19781217-0053
WH9302,140,133,I-3717,19920505-0115
WH9303,240,224,I-3718,19650303-0019
WH9304,120,102,I-3718,19790702-0038
WH9305,140,130,I-3718,19910921-0136
WH9306,260,279,I-3719,19611219-0014
WH9307,140,151,I-3719,19761009-0055
WH9308,260,244,I-3720,19560812-0016
WH9309,100,88,I-3720,19790708-0041
WH9310,260,268,I-3721,19570828-0008
WH9311,140,126,I-3721,19761024-0034
WH9312,140,139,I-3721,19910817-0092
WH9313,260,280,I-3722,19610918-0027
WH9314,100,82,I-3722,19771013-0040
WH9315,100,119,I-3722,19930829-0082
WH9316,240,232,I-3723,19650303-0019
WH9317,120,110,I-3723,19750705-0033
WH9318,100,103,I-3723,19921123-0108
WH9319,240,249,I-3724,19640414-0013
WH9320,140,151,I-3724,19750122-0056
WH9321,100,119,I-3724,19920602-0073
WH9322,240,220,I-3725,19620424-0026
WH9323,140,149,I-3725,19750220-0037
WH9324,280,287,I-3726,19560812-0016
WH9325,120,136,I-3726,19780815-0047
WH9326,140,123,I-3726,19900909-0123
WH9327,260,251,I-3727,19660630-0020
WH9328,120,101,I-3727,19770224-0058
WH9329,260,269,I-3728,19600529-0021
WH9330,120,122,I-3728,19781125-0031
WH9331,240,250,I-3729,19690513-0015
WH9332,120,103,I-3729,19780317-0052
WH9333,260,267,I-3730,19590129-0004
WH9334,120,137,I-3730,19750512-0043
WH9335,260,274,I-3731,19610623-0005
WH9336,140,127,I-3731,19751018-0039
WH9337,280,300,I-3732,19610623-0005
WH9338,120,115,I-3732,19780815-0047
WH9339,280,262,I-3733,19580218-0007
WH9340,100,90,I-3733,19761020-0044
WH9341,140,123,I-3733,19921208-0097
WH9342,260,262,I-3734,19560812-0016
WH9343,120,131,I-3734,19771013-0040
WH9344,260,265,I-3735,19611219-0014
WH9345,140,128,I-3735,19750705-0033
WH9346,120,122,I-3735,19911025-0091
WH9347,240,235,I-3736,19601021-0018
WH9348,140,135,I-3736,19790618-0048
WH9349,240,233,I-3737,19620424-0026
WH9350,120,127,I-3737,19781217-0053
WH9351,100,95,I-3737,19900909-0123
WH9352,240,227,I-3738,19560812-0016
WH9353,140,129,I-3738,19781125-0031
WH9354,280,263,I-3739,19560812-0016
WH9355,100,96,I-3739,19790717-0045
WH9356,260,272,I-3740,19570828-0008
WH9357,140,152,I-3740,19790618-0048
WH9358,280,294,I-3741,19570826-0012
WH9359,140,138,I-3741,19750331-0036
WH9360,100,111,I-3741,19930709-0100
WH9361,280,287,I-3742,19570615-0011
WH9362,120,136,I-3742,19781125-0031
WH9363,260,241,I-3743,19610623-0005
WH9364,120,137,I-3743,19771013-0040
WH9365,140,126,I-3743,19931118-0062
WH9366,240,230,I-3744,19660630-0020
WH9367,120,118,I-3744,19790618-0048
WH9368,280,286,I-3745,19580218-0007
WH9369,100,92,I-3745,19780602-0035
WH9370,260,275,I-3746,19601021-0018
WH9371,120,139,I-3746,19750906-0032
WH9372,140,151,I-3746,19901011-0119
WH9373,280,269,I-3747,19680712-0028
WH9374,140,141,I-3747,19781130-0054
WH9375,100,114,I-3747,19920826-0088
WH9376,280,278,I-3748,19690917-0022
WH9377,100,90,I-3748,19750417-0051
WH9378,280,279,I-3749,19620522-0023
WH9379,120,112,I-3749,19750122-0056
WH9380,280,271,I-3750,19600814-0002
WH9381,120,138,I-3750,19750122-0056
WH9382,100,101,I-3750,19930228-0086
WH9383,240,239,I-3751,19610623-0005
WH9384,120,110,I-3751,19761024-0034
WH9385,100,99,I-3751,19910421-0067
WH9386,240,244,I-3752,19570826-0012
WH9387,120,130,I-3752,19760108-0050
WH9388,260,264,I-3753,19640414-0013
WH9389,100,105,I-3753,19780317-0052
WH9390,260,266,I-3754,19610918-0027
WH9391,140,157,I-3754,19790717-0045
WH9392,280,262,I-3755,19610620-0006
WH9393,120,106,I-3755,19760108-0050
WH9394,260,266,I-3756,19570826-0012
WH9395,100,118,I-3756,19781217-0053
WH9396,240,228,I-3757,19570826-0012
WH9397,120,124,I-3757,19790426-0049
WH9398,140,131,I-3757,19931231-0099
WH9399,260,256,I-3758,19620424-0026
WH9400,140,120,I-3758,19790426-0049
WH9401,140,156,I-3758,19920217-0098
WH9402,280,300,I-3759,19610623-0005
WH9403,120,104,I-3759,19760524-0046
WH9404,140,135,I-3759,19920917-0109
WH9405,260,256,I-3760,19690513-0015
WH9406,100,99,I-3760,19781217-0053
WH9407,240,240,I-3761,19650303-0019
WH9408,100,86,I-3761,19760524-0046
WH9409,140,153,I-3761,19901002-0085
WH9410,280,289,I-3762,19601021-0018
WH9411,140,156,I-3762,19770224-0058
WH9412,140,124,I-3762,19921218-0101
WH9413,280,274,I-3763,19610918-0027
WH9414,120,139,I-3763,19790717-0045
WH9415,260,248,I-3764,19640220-0029
WH9416,120,103,I-3764,19750417-0051
WH9417,260,258,I-3765,19560612-0010
WH9418,140,144,I-3765,19781125-0031
WH9419,100,115,I-3765,19931212-0079
WH9420,260,266,I-3766,19560705-0025
WH9421,100,98,I-3766,19780602-0035
WH9422,240,245,I-3767,19601021-0018
WH9423,140,121,I-3767,19761020-0044
WH9424,240,241,I-3768,19610918-0027
WH9425,100,107,I-3768,19790708-0041
WH9426,100,94,I-3768,19910817-0092
WH9427,280,275,I-3769,19690408-0009
WH9428,120,118,I-3769,19761009-0055
WH9429,100,117,I-3769,19921208-0097
WH9430,240,234,I-3770,19570826-0012
WH9431,140,127,I-3770,19770713-0042
WH9432,100,80,I-3770,19900902-0114
WH9433,240,222,I-3771,19570828-0008
WH9434,120,118,I-3771,19750220-0037
WH9435,140,148,I-3771,19920122-0065
WH9436,260,266,I-3772,19580515-0017
WH9437,140,157,I-3772,19780602-0035
WH9438,260,256,I-3773,19560705-0025
WH9439,100,86,I-3773,19790717-0045
WH9440,240,260,I-3774,19660630-0020
WH9441,100,92,I-3774,19770224-0058
WH9442,140,156,I-3774,19900119-0104
WH9443,260,266,I-3775,19600814-0002
WH9444,120,137,I-3775,19750722-0060
WH9445,120,109,I-3775,19910817-0092
WH9446,240,228,I-3776,19610620-0006
WH9447,100,100,I-3776,19780602-0035
WH9448,260,254,I-3777,19560812-0016
WH9449,120,120,I-3777,19771013-0040
WH9450,260,250,I-3778,19660630-0020
WH9451,100,87,I-3778,19750220-0037
WH9452,240,220,I-3779,19640414-0013
WH9453,100,99,I-3779,19780317-0052
WH9454,280,295,I-3780,19660630-0020
WH9455,100,80,I-3780,19781125-0031
WH9456,100,100,I-3780,19910403-0103
WH9457,260,276,I-3781,19620522-0023
WH9458,140,142,I-3781,19771013-0040
WH9459,260,280,I-3782,19580515-0017
WH9460,140,125,I-3782,19761009-0055
WH9461,240,223,I-3783,19601021-0018
WH9462,120,115,I-3783,19750512-0043
WH9463,240,224,I-3784,19650303-0019
WH9464,100,116,I-3784,19750331-0036
WH9465,260,244,I-3785,19640414-0013
WH9466,120,132,I-3785,19780317-0052
WH9467,120,104,I-3785,19930326-0132
WH9468,280,287,I-3786,19600814-0002
WH9469,120,104,I-3786,19790618-0048
WH9470,100,93,I-3786,19921002-0129
WH9471,240,247,I-3787,19570826-0012
WH9472,140,126,I-3787,19770224-0058
WH9473,140,139,I-3787,19921218-0101
WH9474,240,260,I-3788,19570615-0011
WH9475,140,120,I-3788,19750331-0036
WH9476,280,277,I-3789,19620522-0023
WH9477,120,128,I-3789,19750512-0043
WH9478,240,233,I-3790,19610623-0005
WH9479,120,122,I-3790,19781130-0054
WH9480,280,294,I-3791,19570826-0012
WH9481,140,149,I-3791,19770713-0042
WH9482,240,250,I-3792,19600814-0002
WH9483,140,121,I-3792,19780815-0047
WH9484,120,115,I-3792,19910921-0136
WH9485,260,274,I-3793,19561222-0030
WH9486,120,105,I-3793,19761024-0034
WH9487,260,241,I-3794,19690917-0022
WH9488,140,142,I-3794,19790708-0041
WH9489,240,236,I-3795,19610620-0006
WH9490,120,116,I-3795,19771013-0040
WH9491,280,293,I-3796,19650303-0019
WH9492,120,125,I-3796,19770224-0058
WH9493,280,266,I-3797,19600814-0002
WH9494,100,120,I-3797,19750906-0032
WH9495,120,107,I-3797,19920122-0065
WH9496,280,270,I-3798,19560705-0025
WH9497,100,96,I-3798,19790702-0038
WH9498,240,227,I-3799,19620831-0024
WH9499,120,116,I-3799,19761009-0055
WH9500,120,120,I-3799,19921218-0101
WH9501,240,253,I-3800,19561222-0030
WH9502,140,155,I-3800,19790717-0045
WH9503,140,145,I-3800,19920217-0098
WH9504,280,296,I-3801,19560612-0010
WH9505,120,106,I-3801,19781125-0031
WH9506,100,85,I-3801,19900430-0112
WH9507,280,287,I-3802,19560705-0025
WH9508,120,112,I-3802,19750122-0056
WH9509,280,292,I-3803,19690513-0015
WH9510,140,123,I-3803,19780317-0052
WH9511,260,276,I-3804,19590129-0004
WH9512,100,111,I-3804,19750220-0037
WH9513,120,139,I-3804,19921123-0108
WH9514,240,248,I-3805,19610918-0027
WH9515,140,158,I-3805,19771013-0040
WH9516,240,243,I-3806,19680712-0028
WH9517,140,155,I-3806,19761024-0034
WH9518,280,262,I-3807,19610918-0027
WH9519,100,108,I-3807,19761009-0055
WH9520,140,144,I-3807,19921201-0094
WH9521,240,239,I-3808,19620831-0024
WH9522,140,122,I-3808,19770713-0042
WH9523,260,258,I-3809,19580218-0007
WH9524,140,140,I-3809,19750722-0060
WH9525,120,124,I-3809,19900124-0064
WH9526,240,255,I-3810,19601021-0018
WH9527,140,137,I-3810,19751018-0039
WH9528,260,260,I-3811,19660630-0020
WH9529,140,124,I-3811,19790426-0049
WH9530,120,120,I-3811,19901219-0125
WH9531,280,281,I-3812,19640220-0029
WH9532,120,116,I-3812,19770713-0042
WH9533,120,118,I-3812,19921002-0129
WH9534,240,240,I-3813,19690917-0022
WH9535,120,133,I-3813,19750102-0059
WH9536,280,264,I-3814,19690513-0015
WH9537,140,160,I-3814,19750906-0032
WH9538,120,114,I-3814,19900801-0130
WH9539,240,232,I-3815,19590129-0004
WH9540,140,122,I-3815,19770224-0058
WH9541,100,117,I-3815,19900317-0083
WH9542,240,248,I-3816,19690408-0009
WH9543,100,117,I-3816,19781125-0031
WH9544,120,127,I-3816,19930709-0100
WH9545,260,256,I-3817,19660630-0020
WH9546,140,141,I-3817,19790708-0041
WH9547,260,262,I-3818,19560612-0010
WH9548,120,101,I-3818,19790702-0038
WH9549,100,89,I-3818,19910403-0103
WH9550,260,270,I-3819,19620424-0026
WH9551,120,119,I-3819,19751018-0039
WH9552,280,277,I-3820,19560612-0010
WH9553,120,126,I-3820,19750122-0056
WH9554,100,83,I-3820,19900321-0080
WH9555,240,251,I-3821,19690917-0022
WH9556,120,130,I-3821,19750906-0032
WH9557,100,99,I-3821,19900701-0138
WH9558,240,259,I-3822,19580515-0017
WH9559,100,92,I-3822,19790618-0048
WH9560,260,276,I-3823,19570828-0008
WH9561,120,102,I-3823,19750220-0037
WH9562,120,115,I-3823,19910404-0102
WH9563,280,295,I-3824,19610623-0005
WH9564,140,157,I-3824,19761009-0055
WH9565,280,278,I-3825,19611219-0014
WH9566,140,127,I-3825,19761009-0055
WH9567,260,275,I-3826,19561222-0030
WH9568,120,104,I-3826,19750220-0037
WH9569,120,102,I-3826,19920826-0088
WH9570,240,232,I-3827,19580515-0017
WH9571,100,113,I-3827,19780602-0035
WH9572,240,255,I-3828,19570826-0012
WH9573,120,137,I-3828,19750331-0036
WH9574,120,112,I-3828,19930228-0086
WH9575,280,283,I-3829,19570615-0011
WH9576,100,119,I-3829,19750417-0051
WH9577,120,124,I-3829,19901219-0125
WH9578,280,292,I-3830,19690408-0009
WH9579,140,123,I-3830,19750705-0033
WH9580,260,259,I-3831,19560612-0010
WH9581,100,108,I-3831,19761024-0034
WH9582,240,242,I-3832,19590129-0004
WH9583,140,134,I-3832,19750512-0043
WH9584,260,255,I-3833,19570615-0011
WH9585,120,123,I-3833,19780317-0052
WH9586,140,132,I-3833,19900317-0083
WH9587,240,252,I-3834,19640414-0013
WH9588,120,103,I-3834,19790618-0048
WH9589,280,293,I-3835,19660630-0020
WH9590,140,125,I-3835,19771013-0040
WH9591,140,123,I-3835,19910403-0131
WH9592,280,283,I-3836,19690513-0015
WH9593,120,135,I-3836,19760108-0050
WH9594,280,268,I-3837,19610620-0006
WH9595,120,100,I-3837,19750220-0037
WH9596,140,150,I-3837,19910206-0081
WH9597,260,243,I-3838,19690513-0015
WH9598,120,114,I-3838,19790717-0045
WH9599,100,119,I-3838,19921127-0120
WH9600,280,285,I-3839,19680712-0028
WH9601,100,84,I-3839,19781125-0031
WH9602,120,137,I-3839,19900426-0089
WH9603,240,235,I-3840,19610620-0006
WH9604,120,130,I-3840,19750906-0032
WH9605,280,271,I-3841,19690408-0009
WH9606,140,156,I-3841,19750512-0043
WH9607,280,273,I-3842,19611219-0014
WH9608,100,111,I-3842,19790708-0041
WH9609,120,140,I-3842,19900616-0124
WH9610,240,221,I-3843,19600905-0003
WH9611,120,107,I-3843,19781125-0031
WH9612,240,249,I-3844,19560705-0025
WH9613,140,146,I-3844,19760524-0046
WH9614,120,129,I-3844,19900426-0089
WH9615,280,293,I-3845,19640220-0029
WH9616,120,137,I-3845,19750331-0036
WH9617,260,280,I-3846,19690408-0009
WH9618,120,100,I-3846,19780815-0047
WH9619,260,253,I-3847,19650303-0019
WH9620,100,102,I-3847,19750220-0037
WH9621,240,244,I-3848,19580218-0007
WH9622,120,108,I-3848,19780424-0057
WH9623,120,101,I-3848,19900201-0074
WH9624,260,260,I-3849,19680712-0028
WH9625,100,118,I-3849,19771013-0040
WH9626,120,134,I-3849,19910206-0081
WH9627,260,247,I-3850,19690408-0009
WH9628,100,102,I-3850,19790717-0045
WH9629,100,118,I-3850,19900317-0083
WH9630,240,235,I-3851,19610918-0027
WH9631,120,117,I-3851,19790426-0049
WH9632,120,111,I-3851,19910122-0077
WH9633,240,223,I-3852,19690513-0015
WH9634,140,150,I-3852,19761009-0055
WH9635,100,100,I-3852,19910927-0128
WH9636,260,270,I-3853,19610620-0006
WH9637,100,94,I-3853,19750331-0036
WH9638,240,236,I-3854,19690408-0009
WH9639,140,134,I-3854,19750331-0036
WH9640,120,127,I-3854,19931203-0066
WH9641,280,286,I-3855,19600905-0003
WH9642,120,123,I-3855,19790618-0048
WH9643,260,265,I-3856,19630126-0001
WH9644,100,96,I-3856,19790618-0048
WH9645,260,260,I-3857,19630126-0001
WH9646,140,159,I-3857,19790702-0038
WH9647,100,111,I-3857,19900801-0130
WH9648,260,263,I-3858,19680712-0028
WH9649,120,104,I-3858,19780602-0035
WH9650,260,254,I-3859,19690917-0022
WH9651,140,148,I-3859,19750705-0033
WH9652,240,224,I-3860,19660630-0020
WH9653,100,86,I-3860,19750331-0036
WH9654,140,139,I-3860,19910404-0102
WH9655,240,240,I-3861,19640414-0013
WH9656,120,126,I-3861,19771013-0040
WH9657,100,81,I-3861,19930709-0100
WH9658,240,240,I-3862,19600529-0021
WH9659,120,111,I-3862,19780602-0035
WH9660,260,244,I-3863,19611219-0014
WH9661,100,92,I-3863,19781125-0031
WH9662,260,253,I-3864,19690408-0009
WH9663,120,130,I-3864,19780317-0052
WH9664,240,229,I-3865,19560612-0010
